nl_prompt,expected,bleu1,bleu2,bleu3
get all files in a current directory modified in the last day,['find . -mtime -1 | xargs tar --no-recursion -czf myfile.tgz'],0.0680508540250102,0.0680508540250102,0.08025886333821414
get all the files that are exactly 30 days old,['find . -mtime 30 -print'],0.6775939999489281,0.8787419089273848,0.353707009308898
Get current host's IPv6 address.,"['host $(uname -n) | grep ""IPv6 address"" | head -n 1 | awk \'{print $5}\'']",0.12261377396646231,0.0036861739354286677,0.20110093935977483
Gets IP address of a primary network interface.,"[""/sbin/ifconfig $(netstat -nr | tail -1 | awk '{print $NF}') | awk -F: '/inet /{print $2}' | cut -f1 -d ' '""]",0.16289709506902375,0.03163763061908521,0.07552218685425266
get the jenkins user access,['sudo su - jenkins'],0.4415337105300935,1.0,0.23526907148891102
Installs 'firefox' package.,['yum install firefox'],1.0,1.0,1.0
"Installs package group ""Development Tools"" answering 'yes' on all questions.","['yum -y groupinstall ""Development Tools""']",0.7547043998504657,0.7998473172109798,0.6757943360612643
"Installs package group ""MYSQL Database Client"", answering 'yes' on all questions.","['yum -y groupinstall ""MYSQL Database Client""']",0.31720678233232663,0.16397746821829862,0.3853840319704398
"Invoke a trusted X11 forwarding SSH connection with server ""192.168.0.14"" on port 222 as user ""phil""",['ssh -v -Y phil@192.168.0.14 -p 222'],0.3286422988789547,0.4845408708218845,0.22812824728454198
Invoke a trusted X11 forwarding SSH connection with the server $ssh_server as user $ssh_user,['ssh -Y $ssh_user@$ssh_server'],0.4156492526124498,0.8020219183488043,0.6745409323444207
Just find directories and skip file names,"['find  / -type d -name ""apt"" -ls']",0.296697990813072,0.6428821544925049,0.25278874268120755
Keep the last 4 ASCII characters (bytes) of a string.,"['echo ""0a.00.1 usb controller some text device 4dc9"" | rev | cut -b1-4 | rev']",0.2868546728342995,0.09006177477496044,0.1918232263769414
"Keep only the last two hyphen-separated sections of ""abc-def-ghi-jkl""","['echo ""abc-def-ghi-jkl"" | rev | cut -d- -f-2 | rev']",0.18703909892654794,0.48976544904215435,0.6696211389739473
Kill the processes of user `myuser' that have been working more than 7 days,['find /proc -user myuser -maxdepth 1 -type d -mtime +7 -exec basename {} \\; | xargs kill -9'],0.5342903116091119,0.0044293011665341745,0.14480070025570424
list *.pdf files under the /home/user/Desktop directory.,"[""find /home/user/Desktop -name '*.pdf'""]",0.47297831914626975,0.3344906818471384,0.48009277151510715
List the abc.def files under the directories /ghi and /jkl which have commented entries and display those entries,['find /ghi /jkl -type f -name abc.def 2> /dev/null -exec grep -H ^# {} \\;'],0.44252308810426494,0.2581583182386529,0.3986980006812989
"list all the "".ksh"" files in the current directory","['find . -ls -name ""*.ksh""']",0.7406093667638122,0.9159735786334926,0.806415504165532
Lists all directories in a current folder.,['ls -d */'],0.3127670021100431,0.3288580454955831,0.08711445731708717
List all environment variables containing 'USER' in their name or value that would result in running a command with 'sudo env'.,['sudo env |grep USER'],0.3459667618766101,0.19180022157434473,0.4881010344921759
List all files and directories (including hidden) in the current working directory in a long list format sorted by the oldest modification time,['ls -alrt `pwd`/*'],1.4978921353103002e-78,0.13927409128834833,0.054271764391516396
List all files/directories under current directory and redirect it to /tmp/files.txt,['find . -ls > /tmp/files.txt'],0.5501016650732968,0.5838779546149977,0.7488856162563027
List all files/directories under current directory with 'FooBar' in their paths ensuring white space safety,"[""find . -print0 | grep --null 'FooBar' | xargs -0""]",0.4011991588044628,0.6661345969479463,0.7000403018510738
"List all files in the current directory tree that were last modified on the 3rd of March, 2010 or later","['find -newermt ""mar 03, 2010"" -ls']",0.5772870844806973,0.49863176893079336,0.20523213842406235
list all javascipts file expect files under proc folder,"[""find . -type d -name proc -prune -o -name '*.js'""]",0.5609320141415866,0.4853781899962271,0.626254580414235
List all regular files in the current directory tree,"[""find . -type f -exec ls -l '{}' \\;""]",0.40958214162080514,0.47583205700130093,0.5731680012014568
"list all regular files under the directory ""$directory""","[""find $directory -type f -name '*'""]",0.6474053920839111,0.6486802664285581,0.6486802664285581
List all unique parent directories of .class files found under the current directory,"[""find -name '*.class' -printf '%h\\n' | sort -u""]",0.27243487398019944,0.35265133892850387,0.33025282048359916
List and see contents of all abc.def files under the directories /ghi and /jkl,['find /ghi /jkl -type f -name abc.def 2> /dev/null -exec ls {} \\; -exec cat {} \\;'],0.28159770035848175,0.44041438673152095,0.4329304034648606
"List common files in directories ""1"" and ""2""",['cat <(ls 1 | sort -u) <(ls 2 | sort -u) | uniq -d'],0.4217238634206389,0.24832143228914316,0.20613596166724704
List files and directories one level deep in the current directory tree,['tree -L 2'],4.533892274410402e-155,3.693616541968686e-155,4.717068855239749e-155
"List only file names matching ""*2012*"" from ""serveripaddress::pt/dir/files/"" listening on port 111 and write to ""output.txt""","['sync --list-only --include ""*2012*.xml"" -exclude ""*.xml"" serveripaddress::pt/dir/files/ --port=111 | awk \'{ $1=$2=$3=$4=""""; print substr($0,5); }\' >output.txt']",0.2440232734715629,0.2548791311429496,0.34085108559773747
"list txt files older than 5 days or html files of any age, null separated","[""find . \\( -name '*.txt'  -mtime +5 -o -name '*.html' \\) -print0""]",0.5890908497253721,0.5388664142698528,0.6899053967905188
Locate all *.csv files under the current directory tree separating the file names with zeroes,"['find . -name ""*.csv"" -print0']",0.46683650098020935,0.5057133385213529,1.0
Locate all *.csv regular files under the current directory tree,"['find . -type f -name ""*.csv""']",0.8955601190840837,1.0,0.7907807125125278
Locate files with user permissions rwx owned by my_user,['find . -user my_user -perm -u+rwx'],0.6991791827059437,0.40815205850718195,0.9375209928337671
"Log into ""ubuntu@ec2-XX-XXX-XXX-XXX.us-west-2.compute.amazonaws.com"" using identity file ""~/path/mykeypair.pem""",['ssh -i ~/path/mykeypair.pem ubuntu@ec2-XX-XXX-XXX-XXX.us-west-2.compute.amazonaws.com'],0.15336280485172277,0.15336280485172277,1.0
login as user YOUR_USER,['su - YOUR_USER'],0.7742694009950041,1.0,0.7742694009950041
"Login to ""$HOST"" and create file ""$FILE_PATH"" if it does not exist","['ssh -q $HOST ""[[ ! -f $FILE_PATH ]] && touch $FILE_PATH""']",0.03211088874724568,0.22697227085559396,0.24129871665271155
Look for files whose names begin with letters a-j,"['find  / -name ""[a-j]*"" -print']",0.38985207451564563,0.3484295455670004,0.3413492488439465
"Make directory ""/tmp/googleTestMock""",['mkdir /tmp/googleTestMock'],1.0,1.0,1.0
"Make directory ""aaa/bbb""",['mkdir aaa/bbb'],0.9193227152249185,1.0,1.0
"Mathematically sum a column of numbers in ""FileWithColumnOfNumbers.txt""","['cat FileWithColumnOfNumbers.txt | xargs ruby -e ""puts ARGV.map(&:to_i).inject(&:+)""']",0.45207386510643044,0.4627172202822442,0.42058790602102725
"Mathematically sum all numbers in ""file.txt""","[""cat file.txt | xargs  | sed -e 's/\\ /+/g' | bc""]",0.5679443737426827,0.18161206951414094,0.18161206951414094
"Merge already sorted files ""file*.txt"" and split the result into files of at most 100000 lines each with a prefix ""sorted_file""",['sort --merge file*.txt | split -l 100000 - sorted_file'],0.29722385545695407,0.7963261497419861,0.8402651341260776
"Merge already sorted files in the current directory starting with ""_tmp"" and write the output to ""data.tsv.sorted""",['sort -m _tmp* -o data.tsv.sorted'],0.6648298724511931,0.7515159592596535,0.7515159592596535
"Mount ""/path/to/device"" on ""/path/to/mount/location"" as a loop back device",['mount /path/to/device /path/to/mount/location -o loop'],0.7480393139927177,0.6669092384038829,0.8302118584576084
"Mount ""ext4"" filesystem ""/dev/xvdf1"" on ""/vol""",['sudo mount /dev/xvdf1 /vol -t ext4'],0.7677086435933281,0.7677086435933281,0.7677086435933281
"Mount ""ntfs-3g"" filesystem ""/dev/mapper/myvolume"" on ""/media/volume""",['mount -t ntfs-3g /dev/mapper/myvolume /media/volume'],1.0,1.0,0.9082162915194838
"Mount image ""test"" to loop device ""/dev/loop0""",['sudo mount -o loop /dev/loop0 test'],0.36871867218959165,0.3498832751372548,0.7037505827888925
"Move ""file.txt"" to docker container ""$CONTAINER_ID"" in path ""/var/lib/docker/devicemapper/mnt/$CONTAINER_ID/rootfs/root/file.txt""",['mv -f file.txt /var/lib/docker/devicemapper/mnt/$CONTAINER_ID/rootfs/root/file.txt'],0.9532197963116518,0.9532197963116518,0.9532197963116518
Move each of the directories in /path/to/folders/* to another directory whose name is constituted by appending .mbox to each directory name and create a directory named Messages in this directory then move all *.emlx files into this directory,"['find /path/to/folders/* -type d  -exec mv {} {}.mbox \\; -exec mkdir {}.mbox/Messages \\; -exec sh -c ""mv {}.mbox/*.emlx {}.mbox/Messages"" \\;']",0.45082586355685794,0.07000692504440792,0.5245529280537323
Open a local SSH port on 1080 for application-level port forwarding,['ssh -D1080 root@localhost -g'],0.1465316379152362,0.3931800751170521,0.37173194083559685
"Open executable file for command ""rails"" in text editor ""mate""",['mate `which rails`'],0.3083012995502152,0.16467029855845897,0.6461912551023214
"Output ""testFile.txt.1"" without the "".1"" suffix.",['basename testFile.txt.1 .1'],0.3258533826256555,0.3504452825909103,0.5050670581742859
Output all lines in 'file' comparing the first 12 characters and discarding any adjascent lines where these characters are duplicates.,['uniq -w12 -c file'],0.18084474550107257,0.1970049864534158,0.22442954362323037
"Output all lines that have a common first colon-separated field in files 'selection2.txt' and 'selection1.txt' by displaying the common (first) field of each line, followed by the extra fields in both lines.",['join -t: selection2.txt selection1.txt'],0.7143155317201109,0.43622232691501733,0.7642963186866772
"Output the base name of first argument to script or function, that is the part following the last slash.","['echo $(basename ""$1"")']",0.33487173263311243,0.5404329964865341,0.5278627722123207
"Page interactively through the output of running 'command' - the arrow keys move the view around, the < and > keys go to the beginning/end of the output, the / key initiates a search, the Q key quits, etc.",['command | less'],1.0,1.0,1.0
Page through extended information about all PCI devices on system.,['lspci -v -v | less'],1.881971341475604e-78,2.202233292030441e-78,2.9407923864077124e-78
"Parse XML file ""example.xml"" and extract and number all ""key"" tags from the ""config"" section","['xmllint example.xml --xpath ""/config/*/@*"" | sed ""s| key|\\nkey|g"" | nl']",0.2803547151738443,2.9342202494069154e-78,0.28810330091270714
"Pass a wildcard to scp by escaping it: copy all files with names starting with ""files"" in directory ""/location"" on host ""server"" to current directory on local machine, displaying debug info and preserving timestamps and permissions on copied files.",['scp -vp me@server:/location/files\\*'],0.7273001714530066,0.7272299977626292,0.5058914506285143
"Pipe the output of ls into ""read var"" in its separate process",['ls | read var'],0.13465672408857288,0.5188040214030465,0.4922703681524304
"Prefix all files and directories in the current directory with ""Unix_"" if the files contain no whitespace or subdirectories",['for FILENAME in *; do mv $FILENAME Unix_$FILENAME; done'],0.05854960767715713,0.14656217864044324,0.057989301414717385
Preprocess C++ file 'omnitest.cpp' (resolve all preprocessor directives) and page interactively through the result.,['g++ omnitest.cpp -E | less'],0.4447765415891685,0.17714787947168362,2.093125366772011e-155
"Print ""found"" if ""blah"" contains the hex byte string ""\xCA\xFE\xBA\xBE""","['cat blah | perl -en \'/\\xCA\\xFE\\xBA\\xBE/ && print ""found""\'']",0.4237975090729005,0.08241598663897419,0.3727732489843137
"Print ""test=hello world""","['echo ""hello world"" | echo test=$(cat)']",0.6229782666134577,0.616168157487061,0.601513743954229
Print '-exec is an action so an implicit -print is not applied' for every file/directory found by the name 'file' under current directory tree,"[""find -name file -exec echo '-exec is an action so an implicit -print is not applied' \\;""]",0.33696626260139984,0.9684007450800212,0.8740863374348748
"Print 'Empty dir' if $some_dir is empty, otherwise print 'Dir is NOT empty'","['if find ""`echo ""$some_dir""`"" -maxdepth 0 -empty | read v; then echo ""Empty dir""; else ""Dir is NOT empty"" fi']",0.40093804035660924,0.4644579562611898,0.32154370201273763
"Print 'file' content, formatting output as 29-symbol wide column",['cat file | fold -w29'],0.2989025112582411,0.523095809252298,0.3192046955193162
"Print a 2 byte decimal integer from ""/dev/random""",['od -An -N2 -i /dev/random'],0.2984055382164659,0.08453314480370254,0.6095824652091826
"Print a count of all unique entries in ""ips.txt"" with the most frequent results at the top",['sort ips.txt | uniq -c | sort -bgr'],0.4311707280036292,0.6832994662984369,0.43383451838024323
Print a line of 10 '#' characters,"['seq  -f ""#"" -s \'\' 10']",3.5749280511436373e-78,8.901474586479394e-155,0.2327269671246798
Print a list of all *.code files from the current directory tree,['find . -name *.code'],0.4226405630978418,0.4342304922904051,0.4342304922904051
Prints a random line from file,['head -$((${RANDOM} % `wc -l < file` + 1)) file | tail -1'],0.10654428176390317,5.24643062485912e-156,4.4117047053214003e-156
"Print a randomly sorted list of numbers from 1 to 10 to file ""/tmp/lst"" and outputs ""-------"" followed by the reverse list to the screen","[""seq 1 10 | sort -R | tee /tmp/lst |cat <(cat /tmp/lst) <(echo '-------') | tac""]",0.22834842112090148,0.13964438706708956,0.2391970621041329
Print a sorted list of all .jpg files in the current directory and below,"[""find -name '*.jpg' | sort -n""]",0.4740691965201059,0.35245492945268014,0.4775805705799088
prints absolute file paths for files in current directory,['find `pwd` -maxdepth 1'],0.14180024988490533,0.1028840244182704,0.08387726147838467
Print all files/directories under ... directory by terminating their paths with a null character,['find ... -print0'],0.5378680215345485,0.2403479325641683,0.3249733804342335
"Print all files containing ""word1"" and ""word2"" in the current directory tree",['comm -12 <(grep -rl word1 . | sort) <(grep -rl word2 . | sort)'],0.34591191449228464,0.2199995906705177,0.3682951400446364
Print all files that exceed 1000 blocks and were modified at least a month ago,['find / -size +1000 -mtime +30 -exec ls -l {} \\;'],0.4881614447045962,0.40957975156709175,0.5627381823484274
Print all group names known to the system.,['getent group | cut -d: -f1'],0.3090862178777993,0.027106373194939883,0.07763818170390138
Print all unique strings in $1.tmp file.,['cat $1.tmp | sort -u'],1.0,0.6925623108922462,0.5213733222075917
Print an alert message containing the IP address and information of the user connecting via SSH,"['echo -e ""ALERT - Shell Access on:\' `date` `who` \'\\n\\n\' `whois $(who | cut -d\'(\' -f2 | cut -d\')\' -f1)`""']",2.3589310284253002e-79,0.0665775809098949,1.814117750419196e-78
"Print characters in variable ""$a"" that exist in variable ""$b""","['echo ""$(comm -12 <(echo ""$a"" | fold -w1 | sort | uniq) <(echo ""$b"" | fold -w1 | sort | uniq) | tr -d \'\\n\')""']",0.010936374889827181,0.006491577366154872,0.03392567543091792
"Print the contents of ""n""",['cat n'],6.7393716283177006e-155,1.0,1.0
"Print continuous lines of 100 random characters either ""."" or "" ""","[""cat /dev/urandom | tr -dc '. ' | fold -w 100""]",0.355366085215518,0.05283760801146279,0.08804500975475489
"Prints current month calendar, without highlighting of a current date.",['cal -h'],0.30130404892785684,0.08801997699764694,0.08531104334876974
Print current shell settings,['set -o'],5.072841446586652e-78,1.3127657569660467e-231,1.3127657569660467e-231
Print the current working directory without a trailing newline,['echo -n $(pwd)'],3.121928896334602e-79,3.434046030282548e-78,0.3255968746545406
"Print each line in ""file1"" whose first word does not exist as the first word of any line in ""file2""",['join -v 1 <(sort file1) <(sort file2)'],0.2478103349236308,0.48459950343039376,0.2691198709946514
Print each logged in user's username and full name,"['finger -l | grep ""Name:"" | tr -s \' \' | cut -d "" "" -f 2,4- | sort | uniq']",0.1952309461631692,0.14092856843561638,0.2314376428934972
"Print file information of command ""passwd""",['ls -l `which passwd`'],0.7313038567125241,0.7313038567125241,0.7313038567125241
Print file system disk space usage of the current directory's file system,['df .'],3.690122608639576e-78,2.189047390077942e-78,2.9699189645069595e-78
Prints file.txt without the last N bytes,['head -c -N file.txt'],0.4202844224346278,0.2303249642933448,0.42902556537105646
"Print the first 20 of the most changed "".cs"" files in git",['git log --pretty=format: --name-only | grep .cs$ | sort | uniq -c | sort -rg | head -20'],0.16713934194766178,0.20736858341761485,0.32615869804952763
Prints the first N bytes of file.txt,['head -c N file.txt'],0.6027071865868198,0.8394327083733336,0.49806572776935465
"Print flow of random data, showing all non-printing characters",['cat -v /dev/urandom'],4.67797866311828e-155,0.16219748681741689,4.559610559032595e-155
"Print the full real path of ""/dev/disk/by-uuid/$1"" followed by ""is not mounted""",['echo $(readlink -f /dev/disk/by-uuid/$1) is not mounted'],0.6405627245323117,0.7187109189232773,0.6405627245323117
Prints git log message with a custom time format string,"['date -d @$(git log -n1 --format=""%at"") +%Y%m%d%H%M']",0.2316014340771549,0.23473262767469244,0.16779865822505505
"Print the hexadecimal bytes and printable characters of ""Hello world""",['echo Hello world | od -t x1 -t c'],0.7106045249021284,0.59637528415981,0.4955830046111457
"Print the last space separated word from ""a b c d e""","['echo ""a b c d e"" | tr \' \' \'\\n\' | tail -1']",0.5478081726007865,0.5553731449713425,0.5553731449713425
"Prints the length, line number, and contents of the longest line in myfile","['perl -ne \'print length().""  line $.  $_""\' myfile | sort -nr | head -n 1']",0.4081938010357746,0.004436542873877794,0.28178279522823874
Print lines in file 'filename' that do not match the regex 'pattern',"[""grep -v 'pattern' filename""]",0.2753014138637911,0.2256933475430262,0.5254502324723559
"Print lines in the sorted contents of ""a.txt"" that are not in the sorted contents of ""b.txt""",['comm -23 <(sort a.txt) <(sort b.txt)'],1.0,1.0,1.0
Print lines that only unique ones in 'set1' and 'set2' files,['cat <(grep -vxF -f set1 set2) <(grep -vxF -f set2 set1)'],0.16069627474433482,0.07183452804114586,0.15222244273817237
"Print line, word and byte counts for each .php files in current directory tree and also show the total counts",['wc `find | grep .php$`'],0.19336421416407654,0.25266327969722224,0.14897768288578156
"Print the list of files and directories of the current directory including "".""",['find . \\( -name . -o -prune \\)'],0.3871630965984498,0.27462205860892047,4.587707254359935e-156
"Print the list of files in the current directory tree excluding those whose paths contain ""exclude3"" or ""exclude4""","['find . | egrep -v ""(exclude3|exclude4)"" | sort']",0.30547323132522847,0.31849595235739203,0.16677291817668852
Print local SRV record of domain '_etcd-client._tcp.',"['dig @""127.0.0.1""  _etcd-client._tcp. SRV']",0.5825986517919474,0.4646599938329858,0.4646599938329858
"Prints long listing of the current directory, sorted from oldest to newest, with appended indicators.",['$ ls -Fltr'],0.12436722085116984,0.05264942003563017,0.16617429299578945
Prints long listing of top ten most memory using processes in a system.,"['ps -e -orss=,args= | sort -nr | head']",0.13869428765868777,2.037615966178962e-78,2.498841970888058e-78
Print the most recently modified file,['ls -1tr * | tail -1'],0.13263028221285916,1.9200101841479674e-78,1.4667594350346394e-78
Print mount point of the file system containing $path.,"['df --output=target ""$path"" | tail -1']",0.15437142471459575,0.20161919019743182,0.1930580085036534
prints the names of all files in the directory tree rooted in /usr/src whose name ends with ‘.c’ and that are larger than 100 Kilobytes.,"[""find /usr/src -name '*.c' -size +100k -print""]",0.556928995098192,0.8796143672690141,0.4420734893692983
"Print the names of all files in or below the current directory, with all of the file permission bits S_ISUID, S_ISGID, and S_IWOTH set","['find . -perm -o+w,+s']",0.1293488186102677,0.22739562220830442,0.2741229265391949
Print name of the file system containing $path.,"['df -h $path | cut -f 1 -d "" "" | tail -1']",0.16571640495917353,0.5435957511028607,0.07843739051713067
Print the newest *.txt file under current directory with timestamp and path,"['find . -name ""*.txt"" -printf ""%T@ %p\\n"" | sort | tail -1']",0.08622641622171828,0.8186421215852333,0.6053529434278344
"Print newline, word, and byte counts of each '*.java' file within current directory, and total newline, word, and byte counts","[""find . -name \\*.java | tr '\\n' '\\0' | xargs -0 wc""]",0.32545438917253244,0.3147768881894094,0.024190187248454387
print number of jobs,['n_jobs=`expr $(jobs | wc -l)`'],0.16871838589669066,0.0019304541362277093,0.0019304541362277093
Print only lines from 'file1.txt' that not present in 'file2.txt' and beginning with 'Q',"[""cat file1.txt | grep -Fvf file2.txt | grep '^Q'""]",0.22098184832202658,0.5881437229085346,0.5158194756840847
"Print only the number of lines in file ""$f""","[""wc -l $f | tr -s ' ' | cut -d ' ' -f 1""]",0.16037681520604963,1.590523802586909e-78,0.11880554016977156
"Print package information the command ""ldconfig"" belongs to in rpm",['rpm -qfi `which ldconfig`'],0.053830729400090996,0.03363786976192513,0.13819585494830136
Prints process tree of the current command process.,['pstree -p $$'],0.017970478960376467,0.7577395672414201,0.3385463794109318
Prints process tree with command line arguments and process id numbers.,['pstree -apl'],0.11009091786485599,0.800737402916808,0.7119674182275002
Print second field from semicolon-seprated line $string.,"[""echo $string | cut -d';' -f2""]",0.3866158628350063,0.9025139799587886,0.4558778148420755
Print sed commands that would replace all occurrences of 'previousword' with 'newword' in all regular files with '.cpp' extension under '/myprojects' directory tree,"[""find /myprojects -type f -name '*.cpp' -print0 |    xargs -0 echo sed -i 's/previousword/newword/g'""]",0.6129335928866548,0.5967633631514773,0.5832683632602453
Print sorted list of all group names known to the system.,['getent group | cut -d: -f1 | sort'],0.16342968483823564,0.18375330691812836,0.16342968483823564
"Print whether the unique contents of ""set1"" and ""set2"" differ",['diff -q <(sort set1 | uniq) <(sort set2 | uniq)'],0.18250120841037085,0.48287845568830623,0.48287845568830623
"Print which files differ in ""PATH1/"" and ""PATH2/"" recursively excluding any files that match any pattern in ""file1""",['diff PATH1/ PATH2/ -rq -X file1'],0.4582936894942443,0.48106947327717936,0.16670128104860496
Process all files matching pattern 'file??' and residing in the xargstest/ directory tree with script `myscript.sh',"[""find xargstest/ -name 'file??' | xargs myscript.sh""]",0.7886926984831748,0.5180380912736534,0.6457232905919392
"Prompt the user with a question ""This is the question I want to ask?"" and save ""y"" or ""n"" in variable ""REPLY"" in zsh","['read REPLY\\?""This is the question I want to ask?""']",0.3065582463145719,0.6448095203466063,0.33258364176067295
"Read a line from standard input into variable ""response"" without backslash escapes using the prompt ""About to delete all items from history that match \""$param\"". Are you sure? [y/N] ""","['read -r -p ""About to delete all items from history that match \\""$param\\"". Are you sure? [y/N] "" response']",0.9096122746259414,0.8752377883566568,0.8850870147185502
"Read a line from standard input into the variable ""yn"" using the first argument as the prompt (""$1 "")","['read -p ""$1 "" yn']",1.0,0.8282477531331041,0.8415266720024042
"Read a line from standard input with prompt ""Are you sure you wish to continue?""","['read -p ""Are you sure you wish to continue?""']",1.0,0.8762182104404949,1.0
"Read a single character from standard input into variable ""key"" without backslash escapes and using the prompt ""Press any key to continue...""","['read -n1 -r -p ""Press any key to continue..."" key']",0.9313687360131897,0.9313687360131897,0.9313687360131897
"Read a single character from standard input into variable ""key"" without backslash escapes, with a timeout of 5 seconds, and with the prompt ""Press any key in the next five seconds...""","[""read -t5 -n1 -r -p 'Press any key in the next five seconds...' key""]",0.8185946459076792,0.8097436738146749,0.7508320375422777
"Read a single line from standard input and save to variable ""line""",['read line'],0.2708641692927984,0.3916541813506835,0.28690668742892217
Read all *.txt file paths under /foo into a Bash array ($files),"['IFS=$\'\\n\' read -d \'\' -ra files < <(find /foo -name ""*.txt"")']",0.2925337743599956,0.02792152457322136,0.2800397042180751
recall the second argument from a previous command by pressing alt-shift-y,"['bind \'""\\eY"": ""\\e2\\e.""\'']",4.1598925242842284e-155,5.22160070606266e-155,4.3638512969692e-232
Receive pattern to search for on the standard input and print only matching part of lines from file 'f.html',['cat f.html | grep -o \\'],0.4125656013737127,0.7628510251001487,0.6943776929402705
"Recursively add read and execute permissions to all files and folders in ""directory""",['chmod -R +xr directory'],0.6614216803672277,0.4643749734166076,0.30113098581372544
"Recursively bind ""/sys"" to ""/var/snmp3/sys""",['mount --rbind /sys /var/snmp3/sys'],0.7261490370736908,0.41527111419458673,0.7261490370736908
Recursively changes group ownership of everything within a current directory to 'repogroup'.,['chgrp -R repogroup .'],0.9457416090031758,0.9457416090031758,0.2935678416597951
Recursively compress every file in the current directory tree and keep the original file,['gzip -kr .'],0.06478257930065957,2.1390325037986187e-78,2.1390325037986187e-78
"Recursively copy directory ""/path/to/data/myappdata"" to ""user@host:/remote/path/to/data/myappdata""",['rsync -rvv /path/to/data/myappdata user@host:/remote/path/to/data/myappdata'],0.560062123145077,0.6017296755894325,0.20566131789431338
Recursively copies everything under the 'current' folder to the '.hiddendir' folder.,['cp * .hiddendir -R'],0.3355394982892473,0.2163851950131471,0.2678360274625165
"Recursively copy newer files in ""sourcedir/"" to ""user@dest.com:/dest/dir/"" via ssh",['rsync -auv -e ssh --progress sourcedir/ user@dest.com:/dest/dir/'],0.7123162872717287,0.6820569608196994,0.7326506434640692
"Recursively finds all files with whole word ""pattern"" in a current folder, and precedes found string with its number in file.","['grep -rnw `pwd` -e ""pattern""']",0.2832221829532684,0.377039349704327,0.28537037631783535
"Recursively move ""./dir"" to ""user@host:/path"" compressing data and displaying progress during transmission",['rsync -rvz --progress --remove-sent-files ./dir user@host:/path'],0.4586022006790494,0.48751015633756856,0.6097138872355414
Redirects time output to file.,['{ time find / 2>/dev/null; } 2>time.txt'],0.2666100417360183,0.042570527902451555,0.01790736094565827
remote copy all text files from one location to another,"[""find .  -name '*.txt' -exec rsync -R {} path/to/dext \\;""]",0.299867866565977,2.214903534129295e-78,0.11981141893442199
"Remount ""/"" without writing in ""/etc/mtab""",['mount -n -o remount /'],0.4674031711235234,0.28821340265211215,0.761827408333416
"Remount ""/dev/block/mtdblock3"" on ""/system"" with read and write permission","['mount -o remount,rw -t yaffs2 /dev/block/mtdblock3 /system']",0.7983615982449699,0.7426083340425504,0.5368129188929633
"Remount ""/home/evgeny"" with the ""suid"" flag set","['sudo mount -i -o remount,suid /home/evgeny']",0.6447608521931862,0.6324555320336759,0.48583818061246786
"Remount ""/media/Working/"" with a umask of 000","['mount /media/Working/ -oremount,umask=000']",0.7542668308968803,0.6229689718955048,0.8107462472545388
"Remove ""\n"" from ""test1\ntest2\ntest3"" and search for ""test1.*test3""","['echo -e ""test1\\ntest2\\ntest3"" |tr -d \'\\n\' |grep ""test1.*test3""']",0.5612811368158019,0.5828376140249101,0.5749873440932859
"Remove the ""^M"" characters from all *.ext files under /home directory","['find /home -type f -name ""*.ext"" -exec perl -pi -e \'s/\\r//g\' {} \\;']",0.5484015356913606,0.5844058618592809,0.5674111239687996
Remove all *.swp files under current directory ensuring white space safety,"['find . -name ""*.swp"" -print0|xargs -0 rm']",0.5134323213364096,0.8931440071693292,0.5776587221816104
Remove all *~ files under dir,['find dir -name \\*~ | xargs echo rm | ksh -s'],0.5445754355194222,0.5690766998360679,0.449894633703486
Remove all .txt files with spaces in names in and below the current directory,"['find -name ""*\\ *.txt"" | xargs rm']",0.5570330344055417,0.45204587174140715,0.5998331595250611
remove all the core files from /usr folder which have not been accessed in the last 7*24 hours,"['find /usr -name core -atime +7 -exec rm ""{}"" \\;']",0.6455838581500223,0.47156632089063605,0.673288479012575
"Remove all files from the current directory tree whose names do not match regular expression ""excluded files criteria""","['find . | grep -v ""excluded files criteria"" | xargs rm']",0.43412657209813943,0.5979357638231395,0.5212244275157365
Remove all files under current directory,"[""find -exec rm '{}' +""]",0.4508994988067764,0.5643633291070106,0.40648573259323145
"Remove all files whose names begin with ""no-such-thing"" in the /home/peter directory tree",['find /home/peter -name no-such-thing* |xargs rm'],0.6331415489912197,0.6815725938367149,0.6447154433810998
Remove all regular files from the current directory tree that were modified between August 10th and August 17th,"['find . -type f -newermt ""Aug 10"" ! -newermt ""Aug 17"" -exec rm {} \\;']",0.4022486104975483,0.6852033919708247,0.708454316878614
Remove all regular non-hidden files modified more than 7 days ago and residing in the /tmp directory tree,"[""find /tmp -type f -name '*' -mtime +7 -print0 | xargs -0 rm -f""]",0.5897592070884006,0.6037687973305697,0.5287803592348216
Remove all spaces from standard input,"[""tr -d ' '""]",0.5969491792019646,0.346133586314057,4.476766863915479e-78
Removes all top-level empty folders within the current folder.,['ls | xargs rmdir'],1.2097822504111573e-231,0.11346446511593337,0.1286057341226582
"Remove characters in columns 34 through 39 in the output of ""finger""",['finger | colrm 34 39'],0.25600713527040864,0.1906760078528276,0.33128242169363725
Removes everything from current folder but '*ddl*' and '*docs*' files.,['ls -1|grep -v -e ddl -e docs| xargs rm -rf'],0.11761321218088003,0.12147241832091042,0.2732193062199008
